tags,title
hughbonneville jimcarter michelledockery michaelengler drama romance a chronicle of the lives of the british aristocratic crawley family and their servants in the early twentieth century.,downton abbey
sylvesterstallone adrianabarraza pazvega adriangrunberg action crime thriller rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.,rambo: last blood
seannwilliamscott marielagarriga daledickey henryjacobson drama thriller a family is forced to face their past secrets and scars when the black sheep returns home.,bloodline
nicolascage laurencefishburne jasoncabell crime drama thriller the ceo of an international conglomerate sends two of his most regarded executives to investigate why shipments of cocaine are being hijacked and over cut somewhere on the supply chain.,running with the devil
samworthington lilyrabe stephentobolowsky bradanderson thriller a couple stops at a gas station where their 6 y.o. daughter's arm is fractured. they hurry to a hospital. something strange is going on there. the wife and daughter go missing.,fractured
toddwilderman(co-director);chloebennet alberttsai tenzingnorgaytrainor jillculton animation adventure comedy three teenagers must help a yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.,abominable
merylstreep garyoldman antoniobanderas stevensoderbergh comedy crime drama a widow investigates an insurance fraud chasing leads to a pair of panama city law partners exploiting the world's financial system.,the laundromat
renéezellweger jessiebuckley finnwittrock rupertgoold biography drama romance legendary performer judy garland arrives in london in the winter of 1968 to perform a series of sold-out concerts.,judy
loganmiller kristinefroseth franckkhalfoun action adventure drama naru a skilled warrior of the comanche nation fights to protect her tribe against one of the first highly-evolved predators to land on earth.,prey
brucewillis michaelchiklis briana.miller action crime mystery a crime thriller that centers on a man whose memory has been lost due to a bank heist gone wrong. the character will need to piece together the missing 10 minutes from his memory in order to determine who sabotaged him.,10 minutes gone
joaquinphoenix robertdeniro zaziebeetz toddphillips crime drama thriller a mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,joker
natalieportman jonhamm zaziebeetz noahhawley drama romance sci-fi astronaut lucy cola returns to earth after a transcendent experience during a mission to space and begins to lose touch with reality in a world that now seems too small.,lucy in the sky
eddiemurphy keegan-michaelkey mikeepps craigbrewer biography comedy drama eddie murphy portrays real-life legend rudy ray moore a comedy and rap pioneer who proved naysayers wrong when his hilarious obscene kung-fu fighting alter ego dolemite became a 1970s blaxploitation phenomenon.,dolemite is my name
patrickwilson harrisongilbertson rachelwilson vincenzonatali horror mystery sci-fi after hearing a young boy's cry for help a sister and brother venture into a vast field of tall grass in kansas but soon discover there may be no way out...and that something evil lurks within.,in the tall grass
keeanjohnson jaedenmartell alexneustaedter kevinmcmullin drama thriller when teenager alan and his younger brother find a bag of gold coins in a dead man's island home they try to hide it from their friends but one of them suspicious and violently unpredictable is willing to do anything to get the...,low tide
michaelbeachnichols(director);michaelbeachnichols christopherk.walker(screenplay) michaelbeachnichols documentary comedy horror in florida parents can hire wrinkles the clown to scare their misbehaving children.,wrinkles the clown
lupitanyong'o alexanderengland joshgad abeforsythe comedy horror sci-fi a washed-up musician teams up with a teacher and a kids'-show personality to protect young children from a sudden outbreak of zombies.,little monsters
willsmith maryelizabethwinstead cliveowen anglee action adventure sci-fi an over-the-hill hitman faces off against a younger clone of himself.,gemini man
"oscarisaac charlizetheron chloëgracemoretz conradvernon,gregtiernan comedy fantasy con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.",the addams family
timothéechalamet joeledgerton seanharris davidmichôd biography drama history hal wayward prince and heir to the english throne is crowned king henry v after his tyrannical father dies. now the young king must navigate palace politics the war his father left behind and the emotional strings of his past ...,the king
"adamdevine rosebyrne alexandrashipp jonlucas,scottmoore(directors/screenplay);adamdevine,rosebyrne,alexandrashipp,ronfunches,charlyneyi,wandasykes,justinhartley,kidcudi,michaelpeña comedy romance sci-fi phil makes top 10 pop lists at work. his only ""friend"" is cellphone siri. his new phone includes ai helper jexi who improves/controls his social life.",jexi
kathrynprescott gracezabriskie samanthalogan larsklevberg drama horror mystery high school loner bird fitcher has no idea what dark secrets are tied to the polaroid camera she finds. it doesn't take long to discover that those who have their picture taken with it soon die.,polaroid
aaronpaul jesseplemons scottmacarthur vincegilligan action crime drama fugitive jesse pinkman runs from his captors the law and his past.,el camino: a breaking bad movie
angelinajolie ellefanning michellepfeiffer joachimrønning adventure family fantasy maleficent and her goddaughter aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials unexpected allies and dark new forces at play.,maleficent: mistress of evil
woodyharrelson jesseeisenberg emmastone rubenfleischer action comedy horror columbus tallahassee wichita and little rock move to the american heartland as they face off against evolved zombies fellow survivors and the growing pains of the snarky makeshift family.,zombieland: double tap
romangriffindavis thomasinmckenzie scarlettjohansson taikawaititi comedy drama war a young german boy in the hitler youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a jewish girl in their home.,jojo rabbit
willemdafoe robertpattinson roberteggers drama fantasy horror two lighthouse keepers try to maintain their sanity while living on a remote and mysterious new england island in the 1890s.,the lighthouse
armiehammer dakotajohnson zaziebeetz babakanvari drama horror mystery disturbing and mysterious things begin to happen to a bartender in new orleans after he picks up a phone left behind at his bar.,wounds
naomieharris tyresegibson frankgrillo deontaylor action thriller a rookie new orleans police officer is forced to balance her identity as a black woman after she witnesses two corrupt cops committing murder.,black and blue
benedictcumberbatch michaelshannon katherinewaterston alfonsogomez-rejon biography drama history the dramatic story of the cutthroat race between electricity titans thomas a. edison and george westinghouse to determine whose electrical system would power the modern world.,the current war
elizabethlail peterfacinelli annewinters justindec horror thriller when a nurse downloads an app that claims to predict the moment a person will die it tells her she only has three days to live. with the clock ticking and a figure haunting her she must find a way to save her life before time ru...,countdown
dankrauss(director);natwolff alexanderskarsgård dankrauss action biography drama a young american soldier in afghanistan is disturbed by his commanding officer's behavior and is faced with a moral dilemma.,the kill team
"chrismilligan emahorvath brittanyfalardeau chrislofing,traviscluff horror mystery thriller when auna rue transfers to a prestigious new acting school she encounters a malevolent spirit after participating in a viral challenge.",the gallows act ii
lindahamilton arnoldschwarzenegger mackenziedavis timmiller action adventure sci-fi an augmented human and sarah connor must stop an advanced liquid terminator from hunting down a young girl whose fate is critical to the human race.,terminator: dark fate
edwardnorton brucewillis gugumbatha-raw edwardnorton crime drama mystery in 1950s new york a lonely private detective afflicted with tourette's syndrome ventures to solve the murder of his mentor and only friend.,motherless brooklyn
robertdeniro alpacino joepesci martinscorsese biography crime drama hitman frank sheeran looks back at the secrets he kept as a loyal member of the bufalino crime family.,the irishman
cynthiaerivo leslieodomjr. joealwyn kasilemmons action biography drama the extraordinary tale of harriet tubman's escape from slavery and transformation into one of america's greatest heroes whose courage ingenuity and tenacity freed hundreds of slaves and changed the course of history.,harriet
jeremyrenner jamesfranco heidiklum aaronwoodley animation adventure comedy an arctic fox works in the mailroom of a package delivery service but wants to be doing the deliveries.,arctic dogs
scarlettjohansson adamdriver lauradern noahbaumbach drama romance noah baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,marriage story
ewanmcgregor rebeccaferguson kylieghcurran mikeflanagan drama fantasy horror years following the events of the shining (1980) a now-adult dan torrance must protect a young girl with similar powers from a cult known as the true knot who prey on children with powers to remain immortal.,doctor sleep
emiliaclarke henrygolding michelleyeoh paulfeig comedy drama fantasy kate is a young woman subscribed to bad decisions. working as an elf in a year round christmas store is not good for the wannabe singer. however she meets tom there. her life takes a new turn. for kate it seems too good to be true.,last christmas
johncena keegan-michaelkey johnleguizamo andyfickman comedy family a crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,playing with fire
isabelamerced shameikmoore kiernanshipka lukesnellin comedy romance in a small town on christmas eve a snowstorm brings together a group of young people.,let it snow
edskrein patrickwilson lukeevans rolandemmerich action drama history the story of the battle of midway told by the leaders and the sailors who fought it.,midway
j.k.simmons jasonschwartzman rashidajones sergiopablos animation adventure comedy a simple act of kindness always sparks another even in a frozen faraway place. when smeerensburg's new postman jesper befriends toymaker klaus their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.,klaus
shialabeouf lucashedges noahjupe almahar'el drama a young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,honey boy
tessathompson justintheroux kierseyclemons charliebean animation adventure comedy the romantic tale of a sheltered uptown cocker spaniel dog and a streetwise downtown mutt.,lady and the tramp
annakendrick billhader kingsleyben-adir marclawrence adventure comedy family santa's daughter must take over the family business when her father retires and her brother who is supposed to inherit the santa role gets cold feet.,noelle
mattdamon christianbale jonbernthal jamesmangold action biography drama american car designer carroll shelby and driver ken miles battle corporate interference and the laws of physics to build a revolutionary race car for ford in order to defeat ferrari at the 24 hours of le mans in 1966.,ford v ferrari
kristenstewart naomiscott ellabalinska elizabethbanks action adventure comedy three women detectives with a mysterious boss retrieve stolen voice-id software using martial arts tech skills and sex appeal.,charlie's angels
ianmckellen helenmirren russelltovey billcondon crime drama mystery consummate con man roy courtnay has set his sights on his latest mark: the recently widowed betty mcleish worth millions. but this time what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate...,the good liar
adamdriver annettebening tedlevine scottz.burns biography crime drama idealistic senate staffer daniel j. jones tasked by his boss to lead an investigation into the cia's post 9/11 detention and interrogation program uncovers shocking secrets.,the report
kelvinharrisonjr. lucashedges taylorrussell treyedwardshults drama romance sport traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love forgiveness and coming together in the aftermath of a loss.,waves
"idinamenzel kristenbell jonathangroff chrisbuck,jenniferlee animation adventure comedy anna elsa kristoff olaf and sven leave arendelle to travel to an ancient autumn-bound forest of an enchanted land. they set out to find the origin of elsa's powers in order to save their kingdom.",frozen ii
tomhanks matthewrhys susankelechiwatson marielleheller biography drama based on the true story of a real-life friendship between fred rogers and journalist lloyd vogel.,a beautiful day in the neighborhood
chadwickboseman siennamiller stephanjames briankirk crime drama thriller an embattled nypd detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,21 bridges
markruffalo annehathaway timrobbins toddhaynes biography drama history a corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,dark waters
danielcraig chrisevans anadearmas rianjohnson comedy crime drama a detective investigates the death of the patriarch of an eccentric combative family.,knives out
danielkaluuya jodieturner-smith bokeemwoodbine melinamatsoukas adventure comedy drama a delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,queen & slim
anthonyhopkins jonathanpryce fernandomeirelles biography comedy drama behind vatican walls the conservative pope benedict xvi and the liberal future pope francis must find common ground to forge a new path for the catholic church.,the two popes
anyataylor-joy danielradcliffe gabrielbateman linodisalvo animation adventure comedy when her younger brother charlie unexpectedly disappears into the magical animated universe of playmobil® unprepared marla must go on a quest of a lifetime to bring him home setting off on a fantastic journey across stunning ne...,playmobil: the movie
felicityjones eddieredmayne himeshpatel tomharper action adventure drama a balloon pilot and a scientist find themselves in a fight for survival while attempting to make discoveries in a gas balloon in the 1860s.,the aeronauts
aarontaylor-johnson billybobthornton odessayoung samtaylor-johnson drama a drug-dependent young man faces his past and his inner demons after he is interned in an institution for addicted.,a million little pieces
milesrobbins patrickschwarzenegger sashalane adamegyptmortimer crime drama fantasy a troubled college freshman luke suffers a violent family trauma. he then resurrects his charismatic childhood imaginary friend daniel to help him cope not realizing how dangerous daniel is.,daniel isn't real
brucewillis nickywhelan matteskandari action thriller alone and trapped in a locked-down hospital an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder the bullet in her leg.,trauma center
dwaynejohnson jackblack kevinhart jakekasdan action adventure comedy in jumanji: the next level the gang is back but the game has changed. as they return to rescue one of their own the players will have to brave parts unknown from arid deserts to snowy mountains to escape the world's most danger...,jumanji: the next level
paulwalterhauser samrockwell kathybates clinteastwood biography crime drama security guard richard jewell is an instant hero after foiling a bomb attack at the 1996 atlanta olympics but his life becomes a nightmare when the fbi leaks to the media that he is a suspect in the case.,richard jewell
imogenpoots lilydonoghue aleyseshannon sophiatakal horror mystery thriller during their christmas break a group of sorority girls are stalked by a stranger.,black christmas
ryanreynolds mélanielaurent manuelgarcia-rulfo michaelbay action thriller six individuals from all around the globe each the very best at what they do have been chosen not only for their skill but for a unique desire to delete their pasts to change the future.,6 underground
charlizetheron nicolekidman margotrobbie jayroach biography drama a group of women take on fox news head roger ailes and the toxic atmosphere he presided over at the network.,bombshell
"adamsandler lakeithstanfield juliafox safdiebrothers(directors/screenplay);ronaldbronstein(screenplay);adamsandler,lakeithstanfield,juliafox,kevingarnett,idinamenzel,ericbogosian crime drama thriller with his debts mounting and angry collectors closing in a fast-talking new york city jeweler risks everything in hope of staying afloat and alive.",uncut gems
kristenstewart jacko'connell margaretqualley benedictandrews biography drama thriller inspired by real events in the life of french new wave icon jean seberg. in the late 1960s hoover's fbi targeted her because of her political and romantic involvement with civil rights activist hakim jamal.,seberg
augustdiehl valeriepachner matthiasschoenaerts terrencemalick biography drama romance the austrian franz jägerstätter a conscientious objector refuses to fight for the nazis in world war ii.,a hidden life
carriefisher markhamill adamdriver j.j.abrams n/a n/a,star wars: the rise of skywalker
jamescorden judidench jasonderulo tomhooper comedy drama family a tribe of cats called the jellicles must decide yearly which one will ascend to the heaviside layer and come back to a new jellicle life.,cats
willemdafoe juliannenicholson christopherheyerdahl ericsoncore adventure biography drama the story of togo the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.,togo
"willsmith tomholland rashidajones nickbruno,troyquane animation action adventure when the world's best spy is turned into a pigeon he must rely on his nerdy tech officer to save the world.",spies in disguise
saoirseronan emmawatson florencepugh gretagerwig drama romance jo march reflects back and forth on her life telling the beloved story of the march sisters - four young women each determined to live life on her own terms.,little women
georgemackay dean-charleschapman markstrong sammendes action drama war april 6th 1917. as an infantry battalion assembles to wage war deep in enemy territory two soldiers are assigned to race against time and deliver a message that will stop 1 600 men from walking straight into a deadly trap.,1917
michaelb.jordan jamiefoxx brielarson destindanielcretton biography crime drama world-renowned civil rights defense attorney bryan stevenson works to free a wrongly condemned death row prisoner.,just mercy
alfrewoodard wendellpierce aldishodge chinonyechukwu drama as she prepares to execute another inmate bernadine must confront the psychological and emotional demons her job creates ultimately connecting her to the man she is sanctioned to kill.,clemency
